Key,NoTranslate,English,Russian
AL_Item_JarEmptyDesc,,Can be used to collect water from natural sources or collect liquid from containers.,Может использоваться для сбора воды из природных источников или сбора жидкости из емкостей.
,,,
AL_Item_Schnapps,,[ffc070]Schnapps[-],[ffc070]Шнапс[-]
AL_Item_SchnappsDesc,,"Schnapps. A fruity, herbaly, spicy, syrupy, flavoured liqueur. It'll knock your socks off.","Шнапс. Фруктовый, травяной, пряный, сиропообразный, ароматный ликер. Это сбьет с тебя носки."
,,,
AL_Item_TestKnife,,[ff00ff]Test Knife[-],[ff00ff]Испытательный нож[-]
AL_Item_TestKnifeDesc,,Stabby stabby!,Стаб-ста-б!
,,,
AL_Item_FlatTireSmall,,[ffc070]Small Flat Tire[-],[ffc070]Маленькая спущенная шина[-]
AL_Item_FlatTireSmallDesc,,TODO,ДЕЛАТЬ
,,,
AL_Item_FlatTireLarge,,[ffc070]Large Flat Tire[-],[ffc070]Большая спущенная шина[-]
AL_Item_FlatTireLargeDesc,,TODO,ДЕЛАТЬ
,,,
AL_Item_Tarp,,[ffc070]Tarp[-],[ffc070]Брезент[-]
AL_Item_TarpDesc,,It's a tarp!,Это брезент!
,,,
AL_Item_IronBoltDismantled,,Iron Bolt [808080](Dismantled)[-],Железный болт [808080](Разобран)[-]
AL_Item_SteelAPBoltDismantled,,Steel AP Bolt [808080](Dismantled)[-],Стальной болт AP [808080](демонтирован)[-]
AL_Item_FlamingBoltDismantled,,Flaming Bolt [808080](Dismantled)[-],Пылающий болт [808080](Разобран)[-]
AL_Item_ExplodingBoltDismantled,,Exploding Bolt [808080](Dismantled)[-],Взрывной болт [808080](Разобран)[-]
AL_Item_IronArrowDismantled,,Iron Arrow [808080](Dismantled)[-],Железная стрела [808080](Разобрано)[-]
AL_Item_SteelAPArrowDismantled,,Steel AP Arrow [808080](Dismantled)[-],Стальная стрела AP [808080](Разобрано)[-]
AL_Item_FlamingArrowDismantled,,Flaming Arrow [808080](Dismantled)[-],Пылающая стрела [808080](Разобрано)[-]
AL_Item_ExplodingArrowDismantled,,Exploding Arrow [808080](Dismantled)[-],Взрывная стрела [808080](Разобрано)[-]
AL_Item_PrimitiveDistillationKitIronDismantled,,"Primitive Distillation Kit [808080](Iron, Dismantled)[-]","Примитивный набор для дистилляции [808080](Железо, в разобранном виде)[-]"
AL_Item_PrimitiveDistillationKitWoodenDismantled,,"Primitive Distillation Kit [808080](Wooden, Dismantled)[-]","Примитивный набор для дистилляции [808080](Деревянный, в разобранном виде)[-]"
,,,
AL_Item_Sickle,,[ffc070]Sickle[-],[ffc070]Серп[-]
AL_Item_SickleDesc,,The [ffc070]sickle[-] is a useful tool for gathering grass and harvesting crops more easily and quickly than you can with your bare hands. It's a bit impractical for combat though.,"[ffc070]Серп[-] — полезный инструмент, позволяющий легче и быстрее собирать траву и урожай, чем голыми руками. Хотя для боя это немного непрактично."
,,,
AL_Item_TailoringMagazine,,[ffc070]Needle & Thread[-],[ffc070]Игла и нить[-]
AL_Item_TailoringMagazineDesc,,From head to toe we've got you covered. Each edition specializes in high quality clothing designs for the home sewing enthusiast.,Мы обеспечим вас с головы до пят. Каждое издание специализируется на высококачественных моделях одежды для любителей домашнего шитья.
,,,
AL_Item_Shafts,,[ffc070]Shafts[-],[ffc070]Древки[-]
AL_item_ShaftsDesc,,"Long thin bits of wood, primarily used in the production of bolts and arrows.","Длинные тонкие куски дерева, в основном используемые для изготовления болтов и стрел."
,,,
drinkJarBoiledWater,,[c0ff00]Infected Water[-],[c0ff00]Зараженная вода[-]
drinkJarBoiledWaterDesc,,"This water was taken from a Z-infected source, which isn't saying much, since that's just about every water source. Apparently, it's been boiled, so while it won't upset your stomach, it's probably still unwise to drink it.","Эта вода была взята из Z-инфицированного источника, что мало о чем говорит, поскольку это почти каждый источник воды. Судя по всему, его варили, поэтому, хотя он и не вызовет расстройства желудка, пить его, вероятно, все же неразумно."
,,,
drinkJarRiverWater,,[c0ff00]Dirty Infected Water[-],[c0ff00]Грязная зараженная вода[-]
drinkJarRiverWaterDesc,,Murky dirty sh*tty infected wastewater. It'll make your ass blast and your death fast.,"Мрачные, грязные, зараженные сточные воды. Это заставит тебя взорваться и твоя смерть будет быстрой."
,,,
AL_Item_Compass,,[ffc070]Compass[-],[ffc070]Компас[-]
AL_Item_CompassDesc,,"It's not Google Maps, but it'll do.","Это не Google Maps, но сойдет."
,,,
AL_Item_Guidebook,,[ffc070]Conspicuous Guidebook[-],[ffc070]Заметный путеводитель[-]
AL_Item_GuidebookDesc,,"The cover of this book is surprisingly clean, and obnoxiously vibrant against the background of rusty dusty clutter populating this world. It was either made by an expert craftsman or an intricate machine built for purpose. Its surface exhibits varied ridges and insets comprising the texture that gives the book its striking contrast. The book's existence and state don't make sense, but there are no clues to explain it.\n\n[bbbbbb]You can scrap this item to skip the tutorial quest line and receive all that you would have had you done it.[-]","Обложка этой книги удивительно чистая и до неприличия яркая на фоне ржавого пыльного хлама, населяющего этот мир. Он был либо изготовлен опытным мастером, либо сложной машиной, созданной специально для этой цели. На ее поверхности имеются разнообразные выступы и вставки, составляющие текстуру, которая придает книге поразительный контраст. Существование и состояние книги не имеют смысла, но нет никаких подсказок, объясняющих это.\n\n[bbbbbb]Вы можете выбросить этот предмет, чтобы пропустить обучающую квестовую линию и получить все, что вы бы получили, если бы сделали это. [-]"
,,,
AL_Item_ExtremelySimpleLifeMagazine,,[ffc070]Extremely Simple Life Magazine[-],[ffc070]Журнал «Чрезвычайно простая жизнь»[-]
AL_Item_ExtremelySimpleLifeMagazineDesc,,"The magazine is curiously pristine and vibrant as the book from whence it came. It appears as though it were freshly printed mere moments ago. After skimming the pages, you surmise that the contents detail instructions for the crafting of several primitive survival items from materials readily found in the wilderness. The magazine contains instructions for a [ffc070]Stone Axe[-][ffffff],[-] [ffc070]Stone Pickaxe[-][ffffff],[-] [ffc070]Stone Shovel[-][ffffff],[-] [ffc070]Wooden Mallet[-], and [808080]Primitive Bow[-].","Журнал на удивление первозданный и яркий, как и книга, из которой он вышел. Такое впечатление, будто оно было только что напечатано всего несколько минут назад. Пролистав страницы, вы предполагаете, что в содержании подробно описаны инструкции по изготовлению нескольких примитивных предметов выживания из материалов, которые легко найти в дикой природе. В журнале содержатся инструкции для [ffc070]Каменного топора[-][ffffff],[-] [ffc070]Каменной кирки[-][ffffff],[-] [ffc070]Каменной лопаты[-][ffffff],[- ] [ffc070]Деревянный молоток[-] и [808080]Примитивный лук[-]."
,,,
AL_Item_LiteratureFragments,,[ffc070]Literature Fragments[-],[ffc070]Фрагменты литературы[-]
AL_Item_LiteratureFragmentsDesc,,Miscellaneous writing and illustrations comprising a wide array of knowledge. Maybe they can be organised in a way that produces useful information.,"Разные тексты и иллюстрации, содержащие широкий спектр знаний. Возможно, их можно организовать таким образом, чтобы получить полезную информацию."
,,,
AL_Item_BikerHelmet,,[ffc070]Biker Helmet[-],[ffc070]Байкерский шлем[-]
AL_Item_BikerHelmetDesc,,"Is it made for riding, or fighting? Por que no los dos?",Он создан для езды или боя? Por que no los dos?
,,,
AL_Item_CeramicCrucible,,[ffc070]Ceramic Crucible[-],[ffc070]Керамический тигель[-]
AL_Item_CeramicCrucibleDesc,,This humble crucible borne of clay and fire will faithfully hold almost all molten metal. Can be installed in the forge.,"Этот скромный тигель, сделанный из глины и огня, верно удерживает почти весь расплавленный металл. Можно установить в кузнице."
,,,
AL_Item_LockpickSet,,[ffc070]Lockpick Set[-],[ffc070]Набор отмычек[-]
AL_Item_LockpickSetDesc,,"A carry pouch containing a set of lockpicks. Of course, in the modern era, they're only used by hobbyists and competitive lockpickers. One should never pick a lock they don't own. Yes-sir-ree...","Сумка для переноски с набором отмычек. Конечно, в современную эпоху их используют только любители и взломщики замков. Никогда не следует взламывать замок, который ему не принадлежит. Да-сэр-ри..."
,,,
AL_Item_PatchUpKit,,[ffc070]Patch-Up Kit[-],[ffc070]Комплект исправлений[-]
AL_Item_PatchUpKitDesc,,"This primitive arrangement of readily-available materials will modestly repair most things, but it will also reduce the repaired item's maximum durability until a proper repair is done.","Такое примитивное расположение легкодоступных материалов позволяет скромно отремонтировать большинство вещей, но также снижает максимальную долговечность отремонтированного предмета до тех пор, пока не будет выполнен надлежащий ремонт."
,,,
AL_Item_FreedomDye,,"[ffc070]Freedom Dye Master (Dev Item)[-]
AL_Item_FreedomDyeDesc,,A dye produced from a dye tub.""","[ffc070]Мастер красок свободы (предмет для разработчиков)[-]
AL_Item_FreedomDyeDesc,,Краситель, полученный из ванны с красителем."""
,,,
AL_Item_ManukaHoney,,[ffc070]Manuka Honey[-],[ffc070]Манука Мед[-]
AL_Item_ManukaHoneyDesc,,[ffc070]Manuka Honey[-] has been proclaimed by many to strengthen one's immune system. It also tastes pretty good.,"[ffc070]Мед Манука[-] многие утверждают, что он укрепляет иммунную систему. Это также довольно вкусно."
,,,
AL_Item_HeadLamp,,[ffc070]Head Lamp[-],[ffc070]Головной фонарь[-]
AL_Item_HeadLampDesc,,"When you need to see in the dark, and you also need to do things with your hands, and you don't want to use the equipment slot for lights for some reason, it's quite useful.","Когда вам нужно видеть в темноте, а еще нужно что-то делать руками, а использовать слот оборудования для освещения по каким-то причинам не хочется, это весьма полезно."
,,,
AL_Item_Brick,,[ffc070]Brick[-],[ffc070]Кирпич[-]
AL_Item_BrickDesc,,"The humble clay brick, fired in a kiln, and coming to a construction near you.","Скромный глиняный кирпич, обожженный в печи и приближающийся к стройке рядом с вами."
