Key,Russian
AL_Item_BookRockHard5Desc,"Этот выпуск, похоже, посвящен шахтёрским шлемам, особенно тем, что с налобными фонарями. Как их делать, как носить, как есть и т.д. Безопасность превыше всего!"
AL_Item_BookRockHard6Desc,"В журнале есть подробная статья о том, как важно не терять влагу во время работы. Они не ошибаются. Работа в шахте - дело непростое. Особенно когда у вас остался только один выход из шахты и орда прыгает к вам сверху."
AL_Item_BookRockHard7Desc,"В этом издании подробно описаны достоинства того, как поставить более твёрдую штуку на конец вашей твёрдой штуки."
AL_BookGroup_RockHardDesc,Вы прям прётесь по всем этим камушкам? Тогда этот журнал для вас.
,
AL_Item_BookDakkaX4Vol1,[ffc070]Дакка Дакка Дакка Дакка: Том 1[-]
AL_Item_BookDakkaX4Vol2,[ffc070]Дакка Дакка Дакка Дакка: Том 2[-]
AL_Item_BookDakkaX4Vol3,[ffc070]Дакка Дакка Дакка Дакка: Том 3[-]
AL_Item_BookDakkaX4Vol4,[ffc070]Дакка Дакка Дакка Дакка: Том 4[-]
AL_Item_BookDakkaX4Vol5,[ffc070]Дакка Дакка Дакка Дакка: Том 5[-]
AL_Item_BookDakkaX4Vol6,[ffc070]Дакка Дакка Дакка Дакка: Том 6[-]
AL_Item_BookDakkaX4Vol7,[ffc070]Дакка Дакка Дакка Дакка: Том 7[-]
AL_Item_BookDakkaX4Desc,"ДАККА ДАККА ДАККА ДАККА ДАККА\n
ДАККА ДАККА ДАККА ДАККА ДАККА\n
ДАККА ДАККА ДАККА ДАККА ДАККА\n
ДАККА ДАККА ДАККА ДАККА ДАККА\n
ДАККА ДАККА ДАККА ДАККА ДАККА"
,
AL_Item_BookWhiskeyPunchVol1,[ffc070]Виски-пунш: Том 1[-]
AL_Item_BookWhiskeyPunchVol2,[ffc070]Виски-Пунш: Том 2[-]
AL_Item_BookWhiskeyPunchVol3,[ffc070]Виски-Пунш: Том 3[-]
AL_Item_BookWhiskeyPunchVol4,[ffc070]Виски-Пунш: Том 4[-]
AL_Item_BookWhiskeyPunchVol5,[ffc070]Виски-Пунш: Том 5[-]
AL_Item_BookWhiskeyPunchVol6,[ffc070]Виски-Пунш: Том 6[-]
AL_Item_BookWhiskeyPunchVol7,[ffc070]Виски-Пунш: Том 7[-]
AL_Item_BookWhiskeyPunchDesc,"Вы пытаетесь пролистать книгу, но обнаруживаете, что она полностью заполнена разнообразными неразборчивыми каракулями, фотографиями тяжелораненых, но улыбающихся мужчин и изображениями слишком большого количества алкогольных напитков."
,
AL_Item_BookHitItVol1,[ffc070]Бей: Том 1[-]
AL_Item_BookHitItVol2,[ffc070]Бей: Том 2[-]
AL_Item_BookHitItVol3,[ffc070]Бей: Том 3[-]
AL_Item_BookHitItVol4,[ffc070]Бей: Том 4[-]
AL_Item_BookHitItVol5,[ffc070]Бей: Том 5[-]
AL_Item_BookHitItVol6,[ffc070]Бей: Том 6[-]
AL_Item_BookHitItVol7,[ffc070]Бей: Том 7[-]
AL_Item_BookHitItDesc,"Вы когда-нибудь смотрели на что-то или кого-то и думали: [i]Чёрт... Я бы ударил.[/i] Что ж, у нас есть книга для вас."
,
AL_Item_BookMagnuminousVol1,[ffc070]Великолепный: Том 1[-]
AL_Item_BookMagnuminousVol2,[ffc070]Великолепный: Том 2[-]
AL_Item_BookMagnuminousVol3,[ffc070]Великолепный: Том 3[-]
AL_Item_BookMagnuminousVol4,[ffc070]Великолепный: Том 4[-]
AL_Item_BookMagnuminousVol5,[ffc070]Великолепный: Том 5[-]
AL_Item_BookMagnuminousVol6,[ffc070]Великолепный: Том 6[-]
AL_Item_BookMagnuminousVol7,[ffc070]Великолепный: Том 7[-]
AL_Item_BookMagnuminousDesc,НАДО СДЕЛАТЬ
,
AL_Item_BookYoinkVol1,[ffc070]Скоммуниздили!: Том 1[-]
AL_Item_BookYoinkVol2,[ffc070]Скоммуниздили!: Том 2[-]
AL_Item_BookYoinkVol3,[ffc070]Скоммуниздили!: Том 3[-]
AL_Item_BookYoinkVol4,[ffc070]Скоммуниздили!: Том 4[-]
AL_Item_BookYoinkVol5,[ffc070]Скоммуниздили!: Том 5[-]
AL_Item_BookYoinkVol6,[ffc070]Скоммуниздили!: Том 6[-]
AL_Item_BookYoinkVol7,[ffc070]Скоммуниздили!: Том 7[-]
AL_Item_BookYoinkDesc,"Если вы похожи на меня (редактора), вы просто обожаете выхватывать всё из рук и говорите об этом при любой возможности. Эта серия книг о том, как быстро, часто и много можно скоммуниздить."
,
AL_Item_BookWildThingVol1,[ffc070]Дикая тварь: Том 1[-]
AL_Item_BookWildThingVol2,[ffc070]Дикая тварь: Том 2[-]
AL_Item_BookWildThingVol3,[ffc070]Дикая тварь: Том 3[-]
AL_Item_BookWildThingVol4,[ffc070]Дикая тварь: Том 4[-]
AL_Item_BookWildThingVol5,[ffc070]Дикая тварь: Том 5[-]
AL_Item_BookWildThingVol6,[ffc070]Дикая тварь: Том 6[-]
AL_Item_BookWildThingVol7,[ffc070]Дикая тварь: Том 7[-]
AL_Item_BookWildThingDesc,НАДО СДЕЛАТЬ
,
AL_Item_OldCoin,[ffc070]Старая монета[-]
AL_Item_OldCoinDesc,"При ближайшем рассмотрении эта обесцвеченная и покрытая пылью старая монета оказывается больше похожей на жетон казино, чем на разменную монету старого мира. Какое применение она может найти сейчас?"
,
AL_Item_SyphiaSpore,[ffc070]Споры сифии[-]
AL_Item_SyphiaSporeDesc,"Этот загадочный гриб каким-то образом скрывается от посторонних глаз в дневное время. Если для того, чтобы найти их, приходится отправляться в темноту, остается только надеяться, что в них есть что-то такое, что стоит того, чтобы подвергать себя опасности, бродя по ночам."
,
AL_Item_SyphiaPaste,[ffc070]Сифийская паста[-]
AL_Item_SyphiaPasteDesc,"Несколько спор грибов [ffc070]сифии[-], перемолотых в пастообразную массу. Выглядит не очень аппетитно..."
,
AL_Item_SyphiaSyrup,[ffc070]Сифийский сироп[-]
AL_Item_SyphiaSyrupDesc,"В этом вязком нектаре сверкают крупинки золотисто-оранжевого оттенка. Его аромат так же привлекателен, как и внешний вид, и вы уверены, что, несмотря на густой состав, он окажется освежающим напитком."
,
AL_Item_WobblyShirt,[ff8080]Рубашка Уоббли[-]
AL_Item_WobblyShirtDesc,"Чёрная футболка, украшенная эмблемой [ff8080]Интернациональных рабочих мира[-], также известных как [ff8080]Уоббли[-]. Ношение этой футболки с подходящей к ней кепкой может вдохновить людей определенного вероисповедания, будь то временное недомогание или образ жизни."
,
AL_Item_WobblyCap,[ff8080]Шапка работяги[-]
AL_Item_WobblyCapDesc,"Черная кепка с логотипом [ff8080]Промышленные рабочие мира[-], также известным как [ff8080]Уоббли[-]. Надев эту кепку и подходящую к ней футболку, вы можете вдохновить ближайших работяг Уоббли."
